id,country,university
4851,MM,International Theravada Buddhist Missionary University
4852,MM,Mandalay Technological University
4853,MM,Myanmar Aerospace Engineering University
4854,MM,Technological University (Banmaw)
4855,MM,Technological University (Dawei)
4856,MM,Technological University (Hinthada)
4857,MM,Technological University (Hmawbi)
4858,MM,Technological University (Hpaan)
4859,MM,Technological University (Kalay)
4860,MM,Technological University (Kyaing Tong)
4861,MM,Technological University (Kyaukse)
4862,MM,Technological University (Lashio)
4863,MM,Technological University (Loikaw)
4864,MM,Technological University (Magway)
4865,MM,Technological University (Mandalay)
4866,MM,Technological University (Maubin)
4867,MM,Technological University (Mawlamyaing)
4868,MM,Technological University (Meikhtila)
4869,MM,Technological University (Monywa)
4870,MM,Technological University (Myeik)
4871,MM,Technological University (Myitkyina)
4872,MM,Technological University (Pakokku)
4873,MM,Technological University (Pathein)
4874,MM,Technological University (Pinlon)
4875,MM,Technological University (Pyay)
4876,MM,Technological University (Sittwe)
4877,MM,Technological University (Taunggyi)
4878,MM,Technological University (Taungoo)
4879,MM,Technological University (Thanlyin)
4880,MM,Technological University (West Yangon)
4881,MM,Technological University (Yangon)
4882,MM,"University of Computer Studies, Yangon"
4883,MM,"University of Medicine 1, Yangon"
4884,MM,University of Medicine Magway
4885,MN,Health sciences University of Mongolia
4886,MN,Institute of Commerce and Business
4887,MN,Mongolian National University
4888,MN,Mongolian State University of Agriculture
4889,MN,Mongolian State University of Arts and Culture
4890,MN,Mongolian State University of Education
4891,MN,Mongolian University of Science and Technology
4892,MN,Orkhon University
4893,MN,Ulaanbaatar University
4894,MN,University of the Humanities
4895,MO,Macau Polytechnic Institute
4896,MO,University of Macau
4897,MO,University of Saint Joseph
4898,MQ,Université des Antilles et de la Guyane
4899,MR,Université de Nouakchott
4900,MS,"University of Science, Arts and Technology"
4901,MT,European Institute of Education
4902,MT,International Tourism Institute
4903,MT,University of Malta
4904,MU,University of Mauritius
4905,MU,University of Technology
4906,MV,Cyryx College
4907,MV,Maldives National University
4908,MV,Mandhu College
4909,MW,Catholic University of Malawi
4910,MW,Mzuzu University
4911,MW,University of Livingstonia
4912,MW,University of Malawi
4913,MX,Benemerita Universidad Autónoma de Puebla
4914,MX,Centro de Enseñanza Técnica Industrial
4915,MX,Centro de Estudios Universitarios Monterrey
4916,MX,Centro de Estudios Universitarios Xochicalco
4917,MX,Centro Universitario Ixtlahuaca
4918,MX,CETYS Universidad
4919,MX,Dirección General de Institutos Tecnológicos
4920,MX,El Colegio de México
4921,MX,Escuela Bancaria y Comercial
4922,MX,Escuela Nacional de Estudios Superiores Unidad León
4923,MX,Instituto de Estudios Superiores de la Sierra
4924,MX,Instituto Politécnico Nacional
4925,MX,"Instituto Politécnico Nacional, Campus Guanajuato"
4926,MX,Instituto Tecnológico Autonómo de México
4927,MX,Instituto Tecnológico de Aguascalientes
4928,MX,Instituto Tecnológico de Celaya
4929,MX,Instituto Tecnologico de Durango
4930,MX,Instituto Tecnológico de León
4931,MX,Instituto Tecnologico de Minatitlan
4932,MX,Instituto Tecnológico de Morelia
4933,MX,Instituto Tecnológico de Querétaro
4934,MX,Instituto Tecnológico de San Luis Potosí
4935,MX,Instituto Tecnológico de Sonora
4936,MX,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)
4937,MX,Instituto Tecnológico y de Estudios Superiores de Occidente
4938,MX,Politécnico de Guanajuato
4939,MX,"Tecnologico de Baja California, Universidad"
4940,MX,Universidad Anáhuac
4941,MX,Universidad Anáhuac del Sur
4942,MX,"Universidad Autónoma Agraria ""Antonio Narro"""
4943,MX,"Universidad Autónoma ""Benito Juárez"" de Oaxaca"
4944,MX,Universidad Autónoma de Aguascalientes
4945,MX,Universidad Autónoma de Baja California
4946,MX,Universidad Autónoma de Baja California Sur
4947,MX,Universidad Autónoma de Campeche
4948,MX,Universidad Autónoma de Chapingo
4949,MX,Universidad Autónoma de Chiapas
4950,MX,Universidad Autónoma de Chihuahua
4951,MX,Universidad Autónoma de Ciudad Juárez
4952,MX,Universidad Autónoma de Coahuila
4953,MX,Universidad Autonoma  de Durango
4954,MX,Universidad Autónoma de Fresnillo
4955,MX,Universidad Autónoma de Guadalajara
4956,MX,Universidad Autónoma de Guerrero
4957,MX,Universidad Autónoma de la Ciudad de México
4958,MX,Universidad Autónoma de la Laguna
4959,MX,Universidad Autónoma del Carmen
4960,MX,Universidad Autónoma del Estado de Hidalgo
4961,MX,Universidad Autónoma del Estado de México
4962,MX,Universidad Autónoma del Estado de Morelos
4963,MX,Universidad Autónoma del Noreste
4964,MX,Universidad Autónoma de Nayarit
4965,MX,Universidad Autónoma de Nuevo León
4966,MX,Universidad Autónoma de Querétaro
4967,MX,Universidad Autónoma de San Luis Potosí
4968,MX,Universidad Autónoma de Sinaloa
4969,MX,Universidad Autónoma de Tamaulipas
4970,MX,Universidad Autónoma de Tlaxcala
4971,MX,Universidad Autónoma de Veracruz Villa Rica
4972,MX,Universidad Autónoma de Yucatán
4973,MX,Universidad Autónoma de Zacatecas
4974,MX,Universidad Autonoma España de Durango
4975,MX,Universidad Autónoma Metropolitana
4976,MX,Universidad Autónoma Metropolitana - Azcapotzalco
4977,MX,Universidad Autónoma Metropolitana - Iztapalapa
4978,MX,Universidad Autónoma Metropolitana - Xochimilco
4979,MX,Universidad Champagnat
4980,MX,Universidad Chapultepéc
4981,MX,Universidad Cientifica Latinoamericana de Hidalgo
4982,MX,Universidad Cristóbal Colón
4983,MX,Universidad Cuauhtémoc
4984,MX,Universidad de Celaya
4985,MX,Universidad de Ciencias y Artes de Chiapas
4986,MX,Universidad de Colima
4987,MX,Universidad de Comunicación Avanzada
4988,MX,Universidad de Cuautitlan Izcalli
4989,MX,Universidad de Guadalajara
4990,MX,Universidad de Guanajuato
4991,MX,"Universidad de Guanajuato, Campus León"
4992,MX,Universidad de Hermosillo
4993,MX,"Universidad de La Salle, Bajío"
4994,MX,Universidad de las Américas
4995,MX,Universidad de las Américas - Puebla
4996,MX,Universidad de la Sierra A.C.
4997,MX,Universidad del Bajío
4998,MX,Universidad del Centro de México
4999,MX,Universidad de León
5000,MX,Universidad del Mar
5001,MX,Universidad del Mayab
5002,MX,Universidad del Noreste
5003,MX,Universidad del Noroeste
5004,MX,Universidad del Norte
5005,MX,Universidad del Tepeyac
5006,MX,Universidad del Valle de Atemajac
5007,MX,Universidad del Valle del Bravo
5008,MX,Universidad del Valle de México
5009,MX,Universidad del Valle de Puebla
5010,MX,Universidad del Valle de Toluca
5011,MX,Universidad de Montemorelos
5012,MX,Universidad de Monterrey
5013,MX,Universidad de Norteamerica
5014,MX,Universidad de Occidente
5015,MX,Universidad de Quintana Roo
5016,MX,Universidad de San Miguel
5017,MX,Universidad de Sonora
5018,MX,Universidad Don Vasco
5019,MX,Universidad España de Durango
5020,MX,Universidad Franciscana de México
5021,MX,Universidad Franco-Mexicana
5022,MX,Universidad Fray Luca Paccioli
5023,MX,Universidad Hispanoamericana
5024,MX,Universidad Iberoamericana
5025,MX,"Universidad Iberoamericana, Campus León"
5026,MX,Universidad Insurgentes Plantel León
5027,MX,Universidad Intercontinental
5028,MX,Universidad Itaca
5029,MX,Universidad Jóse Vasconcelos
5030,MX,Universidad Juárez Autónoma de Tabasco
5031,MX,Universidad Juárez del Estado de Durango
5032,MX,Universidad Justo Sierra
5033,MX,Universidad Kino
5034,MX,Universidad la Concordia
5035,MX,Universidad La Salle
5036,MX,Universidad La Salle Cuernavaca
5037,MX,Universidad Lasallista Benavente
5038,MX,Universidad Latina
5039,MX,Universidad Latinoamericana
5040,MX,Universidad Madero
5041,MX,Universidad Mesoamericana de San Agustín
5042,MX,Universidad Metropolitana de Monterrey
5043,MX,Universidad Metropolitana Latin Campus
5044,MX,Universidad Mexicana
5045,MX,Universidad Mexicana del Noreste
5046,MX,Universidad México Americana del Norte
5047,MX,Universidad México Internacional
5048,MX,Universidad Michoacana de San Nicolás de Hidalgo
5049,MX,Universidad Motolinía del Pedegral
5050,MX,Universidad Motolinía del Pedregal
5051,MX,Universidad Nacional Autónoma de México
5052,MX,Universidad Nuevo Mundo
5053,MX,Universidad Obrera de Mexico
5054,MX,Universidad Olmeca
5055,MX,Universidad Panamericana
5056,MX,Universidad Pedagógica Nacional
5057,MX,"Universidad Pedagógica Nacional, Unidad León"
5058,MX,Universidad Pedagógica Veracruzana
5059,MX,Universidad Popular Autonóma del Estado de Puebla
5060,MX,Universidad Regiomontana
5061,MX,Universidad Regional del Sureste
5062,MX,Universidad Regional Miguel Hidalgo
5063,MX,Universidad Salesiana
5064,MX,Universidad Santa Fe
5065,MX,Universidad Simón Bolivar
5066,MX,Universidad Tecnologica de la Mixteca
5067,MX,Universidad Tecnológica de México
5068,MX,Universidad Tecnologica de Nezahualcoyotl
5069,MX,Universidad Valle del Grijalva
5070,MX,Universidad Veracruzana
5071,MX,Universidad Xicotepetl
5072,MX,Westhill University
5073,MY,Advance Tertiary College
5074,MY,Aimst University
5075,MY,Al-Bukhari International University
5076,MY,Allianze College of Medical Sciences (ACMS)
5077,MY,Al Madinah International University
5078,MY,Asia E University
5079,MY,Asia Pacific Institute of Information Technology (APIIT)
5080,MY,Baitulmal Management Institute (IPB)
5081,MY,Binary University College of Managemant & Entrepreneurship
5082,MY,Brickfields Asia College
5083,MY,British Malaysian Institute
5084,MY,City University College of Science and Technology
5085,MY,"Curtin University of Technology, Sarawak Campus"
5086,MY,Cyberjaya University College of Medical Science
5087,MY,Darul Hikmah Islamic College
5088,MY,Darul Naim College of Technology
5089,MY,Darul Quran Islamic College University
5090,MY,Darul Takzim Institute of Technology
5091,MY,Darul Ulum Islamic College
5092,MY,FTMS Global Academy
5093,MY,Help University College
5094,MY,Iact College
5095,MY,"Institute of Teachers Education, Batu Lintang"
5096,MY,"Institute of Teachers Education, Darul Aman"
5097,MY,"Institute of Teachers Education, Dato' Razali Ismail"
5098,MY,"Institute of Teachers Education, Ilmu Khas"
5099,MY,"Institute of Teachers Education, Ipoh"
5100,MY,"Institute of Teachers Education, Islamic Education"
5101,MY,"Institute of Teachers Education, Keningau"
5102,MY,"Institute of Teachers Education, Kent"
5103,MY,"Institute of Teachers Education, Kota Bharu"
5104,MY,"Institute of Teachers Education, Malay Language"
5105,MY,"Institute of Teachers Education, Melaka"
5106,MY,"Institute of Teachers Education, Penang"
5107,MY,"Institute of Teachers Education, Perlis"
5108,MY,"Institute of Teachers Education, Perlis"
5109,MY,"Institute of Teachers Education, Raja Melewar"
5110,MY,"Institute of Teachers Education, Rajang"
5111,MY,"Institute of Teachers Education, Sarawak"
5112,MY,"Institute of Teachers Education, Sultan Abdul Halim"
5113,MY,"Institute of Teachers Education, Sultan Mizan"
5114,MY,"Institute of Teachers Education, Tawau"
5115,MY,"Institute of Teachers Education, Technical Education"
5116,MY,"Institute of Teachers Education, Temenggong Ibrahim"
5117,MY,"Institute of Teachers Education, Tengku Ampuan Afzan"
5118,MY,"Institute of Teachers Education, Tuanku Bainun"
5119,MY,"Institute of Teachers Education, Tun Hussein Onn"
5120,MY,Institut Prima Bestari - Pine Academy
5121,MY,International Islamic College
5122,MY,International Islamic College of Penang
5123,MY,International Islamic University
5124,MY,International Medical University
5125,MY,International University College of Nursing (IUCN)
5126,MY,International University College of Technology Twintech (IUCTT)
5127,MY,Islamic College for Sciences and Technologies
5128,MY,Johore Bharu Primeir Polytechnic
5129,MY,KBU International College
5130,MY,KDU College Sdn Bhd
5131,MY,Kolej Universiti Insaniah
5132,MY,Kota Bharu Polytechnic
5133,MY,Kota Kinabalu Polytechnic
5134,MY,Kuala Lumpur Infrastructure University College
5135,MY,Kuala Lumpur Metropolitan University
5136,MY,Kuala Terengganu City Polytechnic
5137,MY,Kuching Polytechnic
5138,MY,Limkokwing University College of Creative Technology
5139,MY,Linton University College
5140,MY,Mahsa University College for Health and Medical Science
5141,MY,Malaysia University of Science and Technology (MUST)
5142,MY,Management and Science University
5143,MY,Mara Poly-Tech College
5144,MY,Melaka City Polytechnic
5145,MY,Melaka Islamic University College
5146,MY,Merlimau Polytechnic
5147,MY,"Monash University, Malaysia Campus"
5148,MY,Muadzam Shah Polytechnic
5149,MY,Multimedia University
5150,MY,Murni Nursing College
5151,MY,"Newcastle University, Medicine Malaysia"
5152,MY,Nilai University College
5153,MY,Olympia College
5154,MY,Open University Malaysia
5155,MY,Penang International Dental College
5156,MY,Perak Islamic College
5157,MY,Perdana University
5158,MY,Perlis Islamic Higher Learning Institute
5159,MY,Petronas Technology University
5160,MY,Port Dickson Polytechnic
5161,MY,Primier International University Perak
5162,MY,PTPL College
5163,MY,PTPL College
5164,MY,Raffles University
5165,MY,Saito College
5166,MY,Seberang Perai Polytechnic
5167,MY,Segi University College
5168,MY,Selangor Islamic University College
5169,MY,Shahputra College
5170,MY,Sultan Abdul Halim Muadzam Shah Polytechnic
5171,MY,Sultanah Bahiyah Polytechnic
5172,MY,Sultan Ahmad Shah Islamic College
5173,MY,Sultan Azlan Shah Polytechnic
5174,MY,Sultan Haji Ahmad Shah Polytechnic
5175,MY,Sultan Idris Shah Polytechnic
5176,MY,Sultan Ismail Petra International Islamic College
5177,MY,Sultan Mizan Zainal Abidin Polytechnic
5178,MY,Sultan Salahuddin Abdul Aziz Shah Polytechnic
5179,MY,Sunway University College
5180,MY,"Swinburne University of Technology, Sarawak Campus"
5181,MY,Taj International College
5182,MY,Taylor's University College
5183,MY,TPM College
5184,MY,Tunku Abdul Rahman Chinese College
5185,MY,Tunku Abdul Rahman University (Chinese University)
5186,MY,Tunku Syed Sirajuddin Polytechnic
